AssetID,Site,Land_use,IUCN_habitat_realm,IUCN_habitat_biome,IUCN_habitat_EFG,IUCN_habitat,FossittLvl1,FossittLvl2,Fossitt,Area_m2,Characteristic Type,Class,Variable,Measurement_unit,Opening_Value,Standardised_Value,Referenced_value,Weighted
RIED330,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1861,Biotic characteristics,Compositional state,Herbicide Use,Binary (0/1),1,1,1,0.166666667
RIED301,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,3029,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,20.671724,0,0,0
RIED302,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1313,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,19.914,0,0,0
RIED303,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1536,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,18.633183,0,0,0
RIED305,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1494,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,16.521638,0,0,0
RIED306,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1648,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,15.238509,0,0,0
RIED307,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1303,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,14.279427,0,0,0
RIED308,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1443,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,15.13612,0,0,0
RIED309,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1360,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,14.728018,0,0,0
RIED311,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1237,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,15.748557,0,0,0
RIED312,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1222,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,18.408028,0,0,0
RIED315,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1276,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,15.517851,0,0,0
RIED316,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,938,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,16.965799,0,0,0
RIED317,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1215,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,19.572595,0,0,0
RIED320,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1358,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,21.670723,0,0,0
RIED324,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1208,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,20.502937,0,0,0
RIED325,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,375,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,18.209358,0,0,0
RIED326,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,973,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,18.20686,0,0,0
RIED327,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1133,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,16.099847,0,0,0
RIED328,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1609,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,15.135974,0,0,0
RIED330,F,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1861,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,13.096489,0,0,0
RIFW202,F,Agriculture,Freshwater,F1,F1.2,Permanent lowland rivers,F,FW,FW2,3263,Abiotic characteristics,Physical state,WFD Risk,At Risk (1) or Not at Risk (0),0,0,0,0
RIFW205,F,Agriculture,Freshwater,F1,F1.2,Permanent lowland rivers,F,FW,FW2,11816,Abiotic characteristics,Physical state,WFD Risk,At Risk (1) or Not at Risk (0),0,0,0,0
RIFW202,F,Agriculture,Freshwater,F1,F1.2,Permanent lowland rivers,F,FW,FW2,3263,Abiotic characteristics,Chemical state,PIP Delivery Risk,Index (0-3),2,2,0.666666667,0.133333333
RIFW205,F,Agriculture,Freshwater,F1,F1.2,Permanent lowland rivers,F,FW,FW2,11816,Abiotic characteristics,Chemical state,PIP Delivery Risk,Index (0-3),2,2,0.666666667,0.133333333
RIFW202,F,Agriculture,Freshwater,F1,F1.2,Permanent lowland rivers,F,FW,FW2,3263,Biotic characteristics,Compositional state,Percentage 300m buffer covered by WD4,Percentage,0,0,0,0
RIFW205,F,Agriculture,Freshwater,F1,F1.2,Permanent lowland rivers,F,FW,FW2,11816,Biotic characteristics,Compositional state,Percentage 300m buffer covered by WD4,Percentage,0,0,0,0
RIFW202,F,Agriculture,Freshwater,F1,F1.2,Permanent lowland rivers,F,FW,FW2,3263,Biotic characteristics,Structural state,River Q Value,Rank 1-5,3,1,0.333333333,0.066666667
RIFW205,F,Agriculture,Freshwater,F1,F1.2,Permanent lowland rivers,F,FW,FW2,11816,Biotic characteristics,Structural state,River Q Value,Rank 1-5,3,1,0.333333333,0.066666667
RIFW202,F,Agriculture,Freshwater,F1,F1.2,Permanent lowland rivers,F,FW,FW2,3263,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,13.54,0,0,0
RIFW205,F,Agriculture,Freshwater,F1,F1.2,Permanent lowland rivers,F,FW,FW2,11816,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,13.54,0,0,0
TEGA101,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,15928,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA102,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7342,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA103,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,19798,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA107,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,21899,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
TEGA109,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,16475,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA110,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,6339,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA112,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,26181,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA113,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,26444,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA114,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,8038,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA116,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,9111,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA117,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,23600,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA118,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,13215,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA119,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7373,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA120,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,10131,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA121,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,8347,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA123,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7692,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA125,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,21175,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA126,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,21242,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA127,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,15136,Abiotic characteristics,Physical state,Bare ground,Index (0-3),1,1,0.333333333,0.066666667
TEGA128,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,14645,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA129,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,14296,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA130,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,8036,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA131,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,10933,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA132,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,10602,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA133,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7009,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA134,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,18690,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA135,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,22478,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA138,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,10237,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA140,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,17661,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA141,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,13981,Abiotic characteristics,Physical state,Bare ground,Index (0-3),1,1,0.333333333,0.066666667
TEGA142,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,17344,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA143,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,9214,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA144,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,6524,Abiotic characteristics,Physical state,Bare ground,Index (0-3),1,1,0.333333333,0.066666667
TEGA147,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,9868,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA149,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,6070,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA150,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,3113,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA151,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,810,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.133333333
TEGA152,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,327,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.2
TEGA101,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,15928,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA102,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7342,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA103,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,19798,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA107,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,21899,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),5,1,0.333333333,0.033333333
TEGA109,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,16475,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),5,1,0.333333333,0.033333333
TEGA110,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,6339,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),5,1,0.333333333,0.033333333
TEGA112,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,26181,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),5,1,0.333333333,0.033333333
TEGA113,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,26444,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),3,0,0,0
TEGA114,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,8038,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),4,1,0.333333333,0.033333333
TEGA116,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,9111,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),7,3,1,0.1
TEGA117,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,23600,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),7,3,1,0.1
TEGA118,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,13215,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),7,3,1,0.1
TEGA119,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7373,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),7,3,1,0.1
TEGA120,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,10131,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),7,3,1,0.1
TEGA121,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,8347,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),7,3,1,0.1
TEGA123,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7692,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),7,3,1,0.1
TEGA125,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,21175,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),7,3,1,0.1
TEGA126,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,21242,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),3,0,0,0
TEGA127,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,15136,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),3,0,0,0
TEGA128,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,14645,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA129,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,14296,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA130,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,8036,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA131,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,10933,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA132,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,10602,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA133,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7009,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA134,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,18690,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA135,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,22478,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),5,1,0.333333333,0.033333333
TEGA138,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,10237,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),2,0,0,0
TEGA140,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,17661,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),7,3,1,0.1
TEGA141,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,13981,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA142,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,17344,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),7,3,1,0.1
TEGA143,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,9214,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA144,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,6524,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),5,1,0.333333333,0.033333333
TEGA147,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,9868,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),6,2,0.666666667,0.066666667
TEGA149,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,6070,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),4,1,0.333333333,0.033333333
TEGA150,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,3113,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),4,1,0.333333333,0.033333333
TEGA151,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,810,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),5,1,0.333333333,0.033333333
TEGA152,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,327,Abiotic characteristics,Chemical state,PIP N,Rank (1-7),5,1,0.333333333,0.033333333
TEGA101,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,15928,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),7,3,1,0.1
TEGA102,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7342,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),7,3,1,0.1
TEGA103,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,19798,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),7,3,1,0.1
TEGA107,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,21899,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA109,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,16475,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA110,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,6339,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA112,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,26181,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA113,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,26444,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),5,1,0.333333333,0.033333333
TEGA114,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,8038,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA116,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,9111,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),4,1,0.333333333,0.033333333
TEGA117,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,23600,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),4,1,0.333333333,0.033333333
TEGA118,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,13215,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),4,1,0.333333333,0.033333333
TEGA119,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7373,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),2,0,0,0
TEGA120,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,10131,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),4,1,0.333333333,0.033333333
TEGA121,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,8347,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),2,0,0,0
TEGA123,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7692,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),2,0,0,0
TEGA125,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,21175,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),2,0,0,0
TEGA126,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,21242,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),5,1,0.333333333,0.033333333
TEGA127,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,15136,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),5,1,0.333333333,0.033333333
TEGA128,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,14645,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA129,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,14296,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA130,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,8036,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA131,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,10933,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA132,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,10602,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA133,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7009,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA134,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,18690,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA135,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,22478,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA138,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,10237,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),5,1,0.333333333,0.033333333
TEGA140,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,17661,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),5,1,0.333333333,0.033333333
TEGA141,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,13981,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),4,1,0.333333333,0.033333333
TEGA142,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,17344,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),4,1,0.333333333,0.033333333
TEGA143,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,9214,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA144,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,6524,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA147,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,9868,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),4,1,0.333333333,0.033333333
TEGA149,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,6070,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA150,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,3113,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA151,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,810,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
TEGA152,G,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,327,Abiotic characteristics,Chemical state,PIP P,Rank (1-7),6,2,0.666666667,0.066666667
